Index,Word,Meaning,Synonyms,Conjugation,Searched,Unnamed: 6,,,,,,
11421,otama,kaa kwa kukunja magoti na kuyaleta karibu na mwili na bila matako kugusa chini,"chuchumaa, chutama","otamia, otamisha",,Edit Word Delete Word Create a Question,,,,,,
11422,ote,bila kubaki kitu,,,,Edit Word Delete Word Create a Question,,,,,,
11423,otea,"vizia na shambulia kwa ghafla, jificha kwa nia ya kushambulia kwa ghafla",nyatia,"oteana, otewa",,Edit Word Delete Word Create a Question,,,,,,
11424,otea,"mahali pa kujificha, mahali pa kuvizia",,,,Edit Word Delete Word Create a Question,,,,,,
11425,ovari,kiungo ndani ya kiumbe jike kinachotoa mayai ambayo yakikutana na mbegu za kiume huungana na kutunga kiumbe kipya | sehemu ya mmea inayotoa mbegu,,,,Edit Word Delete Word Create a Question,,,,,,
11426,ovaroli,vazi la kazi linalovaliwa juu ya mavazi ya mtu ili kuyakinga yasichafuke anapofanya kazi,"surupwenye, bwelasuti, msurupwete",,,Edit Word Delete Word Create a Question,,,,,,
11427,ovataimu,muda ambao mtu hufanya kazi zaidi ya saa za kawaida aliyoajiriwa au anayostahili kufanya kazi,koto,,,Edit Word Delete Word Create a Question,,,,,,
11428,ovodha,ogelea karibu na mtego wa samaki kwa mfano juya kwa lengo la kuulinda,,"ovodhesha, ovodhea",,Edit Word Delete Word Create a Question,,,,,,
11429,ovu,"-siyopendeza, -enye nia mbaya : Kiongozi wetu amefanya mambo maovu na ameondolewa madarakani.",hasi,,,Edit Word Delete Word Create a Question,,,,,,
11430,ovyo,bila mpango maalumu | kivumishi -sio na maana,"wahshi, hobelahobela, shaghalabaghala",,,Edit Word Delete Word Create a Question,,,,,,
11431,ovyoovyo,,,,,Edit Word Delete Word Create a Question,,,,,,
11432,oya,vidole vilivyoletwa pamoja na kufumbatana,konzi,,,Edit Word Delete Word Create a Question,,,,,,
11433,oya,pata faraja,"koya, pumzika","oyeka, oyea,oyeka, oyesha",,Edit Word Delete Word Create a Question,,,,,,
11434,oyee!,neno linaloonyesha furaha au kushangilia,,,,Edit Word Delete Word Create a Question,,,,,,
11435,oza,kabidhi binti au mvulana kwa mwanamume au mwanamke katika ndoa au harusi,,"ozea, ozeka, ozesha, ozwa",,Edit Word Delete Word Create a Question,,,,,,
11436,ozi,kiungo cha mwili cha kuonea,jicho,,,Edit Word Delete Word Create a Question,,,,,,
11437,ozoni,gesi isiyokuwa na rangi na yenye harufu kali,,,,Edit Word Delete Word Create a Question,,,,,,
11438,pa,patia mtu kitu: Nilimpa zawadi kwa kufaulu mtihani.,,"pea, pewa",,Edit Word Delete Word Create a Question,,,,,,
11439,paa,"ruka angani, enda juu",,"palia, palika, paliza",,Edit Word Delete Word Create a Question,,,,,,
11440,paa,kwangua magamba ya samaki wakati wa kumtayarisha awe kitoweo,para,"palia, paliana, palika, palisha, paliwa",,Edit Word Delete Word Create a Question,,,,,,
11441,paa,chukua makaa ya moto kutoka kwenye jiko , paa moto,,"palia, paliana, palika, palisha, paliwa",,Edit Word Delete Word Create a Question,,,,,
11442,paa,sehemu inayofunika nyumba , paa la mabati, paa la makuti, paa la vigae,,,,Edit Word Delete Word Create a Question,,,
11443,paa,mnyama wa porini anayefanana na mbuzi,,,,Edit Word Delete Word Create a Question,,,,,,
11444,paaza,saga nafaka kwa jiwe la kusagia au kwa kutwanga kwa kinu na mchi,,,,Edit Word Delete Word Create a Question,,,,,,
11445,pacha,watoto wawili wa mama mmoja ambao wamezaliwa wakati mmoja | vitu viwili vya namna moja vilivyoshikamana , ndizi pacha | sehemu ambayo vitu viwili vinaachana , pacha ya vidole,,,,Edit Word Delete Word Create a Question,,,,
11446,pachapacha,"-enye kufanana, -enye kushabihiana",,,,Edit Word Delete Word Create a Question,,,,,,
11447,pachika,"ingiza kitu katikati ya vitu vingine, -pa mtu sifa au cheo asichostahili: Alimpachika nduguye umeneja ukamshinda.",chopeka,"pachikana, pachikia, pachikiana, pachikika, pachikiwa, pachikwa",,Edit Word Delete Word Create a Question,,,,,,
11448,pachipachi,"sehemu iliyo baina ya vitu viwili iliyojibanza, katikati ya",,,,Edit Word Delete Word Create a Question,,,,,,
11449,pachua,"bandua kitu kilichopachikwa au kushikizwa mahali, ondoa kitu kilichobandikwa kati ya vitu vingine",,,,Edit Word Delete Word Create a Question,,,,,,
11450,padri,kiongozi wa dini ya Kikristo hasa wa madhehebu ya Kikatoliki au Kianglikana,kasisi,,,Edit Word Delete Word Create a Question,,,,,,
11451,pafu,kiungo kilicho ndani ya kifua cha binadamu au mnyama cha kuingizia hewa safi na kutolea hewa chafu,yavuyavu,,,Edit Word Delete Word Create a Question,,,,,,
11452,pagaa,"beba kitu kichwani au begani, jitwika kitu kichwani au begani",,"pagalia, pagalika, pagaza",,Edit Word Delete Word Create a Question,,,,,,
11453,pagao,dawa ya kumkinga mtu na shetani au uchawi,"hirizi, talasimu",,,Edit Word Delete Word Create a Question,,,,,,
11454,pagaro,nguo ambayo mtu huivaa kwa kujifunga tumboni,,,,Edit Word Delete Word Create a Question,,,,,,
11455,pagaro,kipande cha mti ambacho kikipekechwa hutoa moto,,,,Edit Word Delete Word Create a Question,,,,,,
11456,pagawa,"pandwa na pepo, pandwa na shetani",,,,Edit Word Delete Word Create a Question,,,,,,
11457,pagio,kishimo kinachokatwa kwenye kigogo cha mti ili iwe rahisi kwa mkwezi kupanda mti,kidato,,,Edit Word Delete Word Create a Question,,,,,,
11458,pagua,epuka kitu kwa kubadilisha njia,,,,Edit Word Delete Word Create a Question,,,,,,
11459,paguo,njia ya pembeni inayopitwa ili kuepuka kikwazo kwenye njia ya kawaida,,,,Edit Word Delete Word Create a Question,,,,,,
11460,pagwa,ukingo wa kombamoyo,,,,Edit Word Delete Word Create a Question,,,,,,
11461,pahala,eneo au nafasi ambayo kitu au mtu huweza kukaa,mahali,,,Edit Word Delete Word Create a Question,,,,,,
11462,paipu,bomba,"king'ora, selo",,,Edit Word Delete Word Create a Question,,,,,,
11463,paja,sehemu ya mguu iliyo juu ya goti lakini chini ya nyonga,,,,Edit Word Delete Word Create a Question,,,,,,
11464,pajama,nguo au mavazi yanayovaliwa wakati wa kulala,,,,Edit Word Delete Word Create a Question,,,,,,
11465,paje,bua bichi la mtama au mahindi ambalo halina utamu,,,,Edit Word Delete Word Create a Question,,,,,,
11466,paji,"sehemu ya mbele ya uso iliyo kati ya nywele na macho, komo la uso",,,,Edit Word Delete Word Create a Question,,,,,,
11467,paka,eneza kitu cha majimaji kwa mfano rangi kwenye kitu kingine: Paka rangi ukutani.,,"pakana, pakia, pakisha, pakwa.",,Edit Word Delete Word Create a Question,,,,,,
11468,paka,mnyama anayefugwa anayependa kula panya,nyau,,,Edit Word Delete Word Create a Question,,,,,,
11469,pakacha,tenga lililosukwa kwa makuti ya mnazi,,,,Edit Word Delete Word Create a Question,,,,,,
11470,pakacha,"mtu mdanganyifu, mtu mwongo",,,,Edit Word Delete Word Create a Question,,,,,,
11471,pakana,kuwa na mpaka mmoja unaotenganisha: Shamba lako linapakana na langu.,,,,Edit Word Delete Word Create a Question,,,,,,
11472,pakanga,dawa ya kusingia inayotengenezwa kwa mchanganyiko wa vijiti vikavu na majani fulani yanayosagwa pamoja,,,,Edit Word Delete Word Create a Question,,,,,,
11473,pakanga,maumivu anayopata mtu baada ya kuumia: Musa alipatwa na pakanga alipojikata kidole.,,,,Edit Word Delete Word Create a Question,,,,,,
11474,pakasa,"suka mkeka, nywele au vitu vinavyofanana",,"pakasana, pakasia, pakasika, pakasisha, pakaswa",,Edit Word Delete Word Create a Question,,,,,,
11475,pakata,weka juu ya mapaja,,"pakatana, pakatia, pakatika, pakatisha, pakatiwa, pakatwa",,Edit Word Delete Word Create a Question,,,,,,
11476,pakawa!,neno la kumwitikia msimuliaji wa hadithi baada ya yeye kusema paukwa: Paukwa! - Pakawa!,,,,Edit Word Delete Word Create a Question,,,,,,
11477,pakaza,tapakaza kitu cha majimaji kwenye kitu kingine,,"pakazana, pakazia, pakazika, pakazisha, pakazwa",,Edit Word Delete Word Create a Question,,,,,,
11478,pakazia,eneza sifa mbaya dhidi ya mtu,,"pakaziana, pakazika, pakaziwa",,Edit Word Delete Word Create a Question,,,,,,
11479,pake,ivumishi kimilikishi cha nafsi ya tatu umoja katika ngeli ya [pakumu],,,,Edit Word Delete Word Create a Question,,,,,,
11480,paki,egesha gari mahali,,pakia,,Edit Word Delete Word Create a Question,,,,,,
11481,pakia,"ingiza mizigo au watu ndani ya chombo kama vile gari, meli, mkokoteni na kadhalika: Meli yetu ilipofika Mombasa, ilipakia korosho.",,"pakilia, pakilika, pakiwa, pakiza",,Edit Word Delete Word Create a Question,,,,,,
11482,pakiti,kiwekeo kilichotengenezwa kwa karatasi ngumu kwa ajili ya kuwekea vitu kwa mfano sigara: Pakiti ya sigareti, Pakiti ya maziwa,,,,Edit Word Delete Word Create a Question,,,,,
11483,pako,kivumishi kimilikishi cha nafsi ya pili umoja katika ngeli ya [pakumu],,,,Edit Word Delete Word Create a Question,,,,,,
11484,paku,"alama aliyonayo mtu, mnyama au kitu ambayo ni tofauti na rangi ya mwili wake","doa, baka",,,Edit Word Delete Word Create a Question,,,,,,
11485,pakua,"toa chakula kutoka kwenye sufuria au sinia na kukitia katika sahani | shusha mzigo kutoka kwenye chombo cha kusafiria kwa mfano gari, treni, au meli",,"pakulia, pakuliana, pakulika, pakulisha",,Edit Word Delete Word Create a Question,,,,,,
11486,pakua,pata data kutoka kwenye kompyuta au simu kwa kurambaza katika tovuti,,,,Edit Word Delete Word Create a Question,,,,,,
11487,pale,mahali ambapo ni mbali na msemaji na msikilizaji: Pale pana nini?,,,,Edit Word Delete Word Create a Question,,,,,,
11488,palepale,"wakati uleule, muda uleule | sehemu ileile",,,,Edit Word Delete Word Create a Question,,,,,,
11489,palia,kwamwa na chakula au maji kwenye sehemu ya kuvutia pumzi,,"palika, palisha, paliza, paliwa",,Edit Word Delete Word Create a Question,,,,,,
11490,palia,ondoa magugu kwenye shamba la mazao kwa jembe au kung''oa kwa mkono,,"palilia, paliliana, palilika, paliliwa",,Edit Word Delete Word Create a Question,,,,,,
11491,palizi,shughuli ya kuondoa magugu yaliyo shambani,,,,Edit Word Delete Word Create a Question,,,,,,
11492,pama,,,,,Edit Word Delete Word Create a Question,,,,,,
11493,pamahututi,hospitali au zahanati wanapopelekwa wagonjwa wenye hali mbaya za kiafya na wanaohitaji matibabu ya haraka,,,,Edit Word Delete Word Create a Question,,,,,,
11494,pamba,zao linalofanana na sufi laini inayotokana na mpamba inayotumiwa kusokotea nyuzi za kitambaa , : mafuta ya pamba -> mafuta yanayotokana na kusindika mbegu za pamba,,,,Edit Word Delete Word Create a Question,,,,,
11495,pamba,chakula au posho ya safari,,,,Edit Word Delete Word Create a Question,,,,,,
11496,pamba,zonga kitu kwa wingi: Siafu walimpamba mwili mzima. : Tulipofika tuliikuta ngoma imepamba moto.,"shitadi, shamiri","pambia, pambwa",,Edit Word Delete Word Create a Question,,,,,,
11497,pamba,"pendezesha kitu, mahali au mtu kwa nguo nzuri, maua, manukato na kadhalika: Walimpamba Bi. arusi akapambika. | rembesha mtu",,"pambia, pambika, pambwa",,Edit Word Delete Word Create a Question,,,,,,
11498,pambaja,uzungushaji mikono katika mwili na mtu mwingine,ukumbatiaji,,,Edit Word Delete Word Create a Question,,,,,,
11499,pambajio,mahali wanapokaa watu ili kusubiri kuonana na mtu,mapokezi,,,Edit Word Delete Word Create a Question,,,,,,
11500,pambamko,chipukio,"fasili, utanzu, utagaa",,,Edit Word Delete Word Create a Question,,,,,,
11501,pambamoto,"pata nguvu au ongezeka kasi kwa jambo kwa mfano vita, ugonjwa, vurugu, ngoma, mchezo, na kadhalika: Siku hizi matukio ya ufisadi yamepambamoto sana.",,,,Edit Word Delete Word Create a Question,,,,,,
11502,pambana,pigana vitani au shindana kwenye mchezo au kwa maneno | gongana kwa nguvu,,"pambania, pambanika, pambanisha",,Edit Word Delete Word Create a Question,,,,,,
11503,pambani,tabia ya kukwepa kufanya jambo kwa makusudi, tabia ya kujifanya hamnazo,,,,Edit Word Delete Word Create a Question,,,,,
11504,pambaniza,epuka kujibu swali,gangaiza,"pambanizia, pambanizika, pambanizisha",,Edit Word Delete Word Create a Question,,,,,,
11505,pambano,shindano kati ya pande mbili,,,,Edit Word Delete Word Create a Question,,,,,,
11506,pambanua,eleza kwa uwazi tofauti baina ya vitu,,"pambanuka, pambanulia, pambanuliana, pambanuliwa",,Edit Word Delete Word Create a Question,,,,,,
11507,pambanya,epuka kueleza jambo kwa kurejelea na kutaja mambo yasiyohusika,pambaniza,,,Edit Word Delete Word Create a Question,,,,,,
11508,pambazua,"vua nguo zote, moja baada ya nyingine","chojoa, sasambua","pambazulia, pambazuka",,Edit Word Delete Word Create a Question,,,,,,
11509,pambazuka,"toweka kwa giza, tokea mwanga asubuhi",,pambazukia,,Edit Word Delete Word Create a Question,,,,,,
11510,pambazuko,"wakati wa siku ambapo jua huanza kuonekana mashariki, kipindi kati ya alfajiri na asubuhi",,,,Edit Word Delete Word Create a Question,,,,,,
11511,pambika,weka unyoya kwenye ncha ya nyuma ya mshale | kuwa katika hali ya kupambwa na kupendeza sana: Ukumbi wa arusi ulipambwa ukapambika.,,,,Edit Word Delete Word Create a Question,,,,,,
11512,pambizo,ukingo wa kitu | kandokando ya makazi ya kawaida | mstari wa pembeni kushoto katika daftari au karatasi,,,,Edit Word Delete Word Create a Question,,,,,,
11513,pambo,kitu cha kupamba au kuongeza uzuri,,,,Edit Word Delete Word Create a Question,,,,,,
11514,pambua,"haribu kitu kilichopambwa, ondoa mapambo mahali palipopambwa, ondoa mapambo ya mtu aliyepambwa",,"pambulia, pambuliwa",,Edit Word Delete Word Create a Question,,,,,,
11515,pambwa,zongwa na kitu kwa wingi | rembwa kwa mapambo au kwa kuvishwa nguo nzuri,,,,Edit Word Delete Word Create a Question,,,,,,
11516,pamia,"gonga kitu, mtu au mahali kwa kishindo",,"pamika, pamiana, pamiwa",,Edit Word Delete Word Create a Question,,,,,,
11517,pamoja,"kwa wakati mmoja, kwa kujumuika: Twende pamoja.",,,,Edit Word Delete Word Create a Question,,,,,,
11518,pampu,kifaa cha kujazia upepo kwenye mpira wa gari au baiskeli , : pampu ya maji -> kifaa cha kusukumia maji kutoka mahali pamoja hadi mahali pengine,,,,Edit Word Delete Word Create a Question,,,,,
11519,pamvu,mkusanyiko wa watu wanaopeleka au wanaopokea mahari,,,,Edit Word Delete Word Create a Question,,,,,,
11520,pamwe,pamoja,,,,Edit Word Delete Word Create a Question,,,,,,
11521,pana,iliyotanuka: Suruali yangu ina miguu mipana.,,,,Edit Word Delete Word Create a Question,,,,,,
11522,pancha,"tobo au tundu inayotoa upepo katika tairi ya gari, baiskeli, pikipiki na kadhalika",,,,Edit Word Delete Word Create a Question,,,,,,
11523,panchi,kifaa cha kutobolea karatasi,,,,Edit Word Delete Word Create a Question,,,,,,
11524,panchi,piga au pangua pigo kwa mfano la mpira au ngumi: Kipa aliupanchi mpira ukatoka nje.,,,,Edit Word Delete Word Create a Question,,,,,,
11525,panda,mahali ambapo njia imegawika na kuwa mbili au zaidi , : njia panda -> mahali barabara zinapokutana,,,,Edit Word Delete Word Create a Question,,,,,
11526,panda,kijiti chenye sehemu mbili na kufungwa mpira wa kutupia jiwe dogo,manati,,,Edit Word Delete Word Create a Question,,,,,,
11527,panda,paramia ukuta au mti na kwenda juu | ingia katika chombo cha kusafiri , panda jahazi: abiri jahazi | ongezeka: Bei ya mchele imepanda.,kwea,"pandana, pandia, pandika, pandisha, pandwa",,Edit Word Delete Word Create a Question,,,,,
11528,panda,tia mbegu kwenye ardhi ili ziote na kupata mazao,,"pandia, pandiana, pandika, pandisha, pandiwa, pandwa",,Edit Word Delete Word Create a Question,,,,,,
11529,panda,sehemu ya uso ambayo iko juu ya macho,,,,Edit Word Delete Word Create a Question,,,,,,
11530,panda,pembe kubwa yenye tundu nchani na hupigwa ili kutoa ujumbe au kutumbuiza,baragumu,,,Edit Word Delete Word Create a Question,,,,,,
11531,pande,kipande kikubwa: Nilimkatia pande la mkate,,,,Edit Word Delete Word Create a Question,,,,,,
11532,pande,"kubwa, refu na nene: John ni pande la mtu.",,,,Edit Word Delete Word Create a Question,,,,,,
11533,pandia,fika mahali penye karamu au chakula na kushiriki kula bila kualikwa,doea,,,Edit Word Delete Word Create a Question,,,,,,
11534,pandikiza,chomeka mche kwenye ardhi | pachika kitawi cha mmea kwenye kitawi cha mmea mwingine ili kupata mmea chotara,atika,"pandikizia, pandikizika, pandikiziwa, pandikizwa",,Edit Word Delete Word Create a Question,,,,,,
11535,pandikizi,umbo kubwa: Juma alivua pandikizi la samaki.,,,,Edit Word Delete Word Create a Question,,,,,,
11536,pandisha,"nyanyua juu, peleka juu",,"pandishia, pandishiana, pandishika, pandishiwa, pandishwa",,Edit Word Delete Word Create a Question,,,,,,
11537,pandu,"samaki mrefu, mpana na mweupe mfano wa kolekole",,,,Edit Word Delete Word Create a Question,,,,,,
11538,pandu ngozi,"samaki mwenye umbo pana, rangi ya kijivu na ngozi ngumu",,,,Edit Word Delete Word Create a Question,,,,,,
11539,paneli,kikundi cha watu kilichoundwa kwa ajili ya shughuli fulani,jopo,,,Edit Word Delete Word Create a Question,,,,,,
11540,panga,mahali maalumu pa kufanyia matambiko,mizimu,,,Edit Word Delete Word Create a Question,,,,,,
11541,panga,jisu kubwa: Jambazi aliingia ndani ya nyumba na panga mkononi.,,,,Edit Word Delete Word Create a Question,,,,,,
11542,panga,weka vitu kwa utaratibu mzuri: Juma alipanga nguo zake ndani ya sanduku.,,"pangia, pangiana, pangika, pangisha, pangiwa, pangwa",,Edit Word Delete Word Create a Question,,,,,,
11543,panga,kaa kwa makubaliano katika nyumba au chumba cha kukodi: Nimepanga nyumba ya shirika kwa miaka mingi.,,"pangia, pangiana, pangiwa",,Edit Word Delete Word Create a Question,,,,,,
11544,panga,fanya uhusiano fulani kwa mapatano : panga urafiki , panga udugu,,"pangia, pangiana, pangika, pangisha, pangiwa, pangwa",,Edit Word Delete Word Create a Question,,,,,
11545,panga,"kaa kinyumba, kaa ukiwa hawara",,"pangia, pangika, pangisha",,Edit Word Delete Word Create a Question,,,,,,
11546,pangaboi,chombo cha chuma kinacholeta ubaridi na kwa kawaida huzungushwa kwa nguvu za umeme,panka,,,Edit Word Delete Word Create a Question,,,,,,
11547,pangana,kaa katika utaratibu fulani: Nilipofika benki niliwakuta watu wamepangana sanjari wanasubiri kuhudumiwa.,,"pangania, panganika, panganisha",,Edit Word Delete Word Create a Question,,,,,,
11548,pange,nzi anayeleta ugonjwa wa malale,mbung'o,,,Edit Word Delete Word Create a Question,,,,,,
11549,pangilia,weka karata kwa namna ya hadaa ili kupata ushindi,,,,Edit Word Delete Word Create a Question,,,,,,
11550,pangisha,ruhusu mtu akae kwenye nyumba yako kwa malipo,,"pangishana, pangishia, pangishika, pangishwa",,Edit Word Delete Word Create a Question,,,,,,
11551,pango,"shimo lililo chini ya ardhi, katika mti au jabali",,,,Edit Word Delete Word Create a Question,,,,,,
11552,pango,kodi ya nyumba anayolipa mpangaji,,,,Edit Word Delete Word Create a Question,,,,,,
11553,pangu,kivumishi kimilikishi cha nafsi ya kwanza umoja katika ngeli ya [pakumu],,,,Edit Word Delete Word Create a Question,,,,,,
11554,pangua,acha kufuata utaratibu uliokuwapo | haribu kwa makusudi shabaha au lengo la mtu: Golikipa alipangua mpira uliopigwa na timu pinzani golini mwake.,"haribu, vuruga",,,Edit Word Delete Word Create a Question,,,,,,
11555,pangusa,"futa vumbi, tope au kitu kilichoenea mahali kwa mkono au kitambaa",,"pangusana, pangusia, pangusiana, pangusika, pangusiwa, panguswa",,Edit Word Delete Word Create a Question,,,,,,
11556,pangusa,ugonjwa wa ngono unaowasha tupu ya mbele ambao husababisha uume kukatika,,,,Edit Word Delete Word Create a Question,,,,,,
11557,pania,"kunja nguo kwa kuipandisha juu: Tulipotaka kuvuka mto, ilitubidi tupanie suruali zetu. | kazana katika kufanya jambo ili kufanikiwa",,"paniana, panika, panisha, paniwa",,Edit Word Delete Word Create a Question,,,,,,
11558,panja,paji la uso | mtindo wa unyoaji nywele upande mmoja,"komo, denge",,,Edit Word Delete Word Create a Question,,,,,,
